Name,URL,Description,Language,Stars,Archived
primefaces/primeng,https://github.com/primefaces/primeng,The Most Complete Angular UI Component Library,TypeScript,11884,False
ianstormtaylor/slate,https://github.com/ianstormtaylor/slate,A completely customizable framework for building rich text editors. (Currently in beta.),TypeScript,31032,False
ItzCrazyKns/Perplexica,https://github.com/ItzCrazyKns/Perplexica,Perplexica is an AI-powered search engine. It is an Open source alternative to Perplexity AI,TypeScript,23592,False
windmill-labs/windmill,https://github.com/windmill-labs/windmill,"Open-source developer platform to power your entire infra and turn scripts into webhooks, workflows and UIs. Fastest workflow engine (13x vs Airflow). Open-source alternative to Retool and Temporal.",HTML,14360,False
FiloSottile/mkcert,https://github.com/FiloSottile/mkcert,A simple zero-config tool to make locally trusted development certificates with any names you'd like.,Go,56118,False
facebookresearch/faiss,https://github.com/facebookresearch/faiss,A library for efficient similarity search and clustering of dense vectors.,C++,36645,False
milvus-io/milvus,https://github.com/milvus-io/milvus,"Milvus is a high-performance, cloud-native vector database built for scalable vector ANN search",Go,36624,False
rust-lang/rust-clippy,https://github.com/rust-lang/rust-clippy,A bunch of lints to catch common mistakes and improve your Rust code. Book: https://doc.rust-lang.org/clippy/,Rust,12370,False
tursodatabase/libsql,https://github.com/tursodatabase/libsql,"libSQL is a fork of SQLite that is both Open Source, and Open Contributions.",C,15360,False
PKUFlyingPig/cs-self-learning,https://github.com/PKUFlyingPig/cs-self-learning,计算机自学指南,HTML,66492,False
comfyanonymous/ComfyUI,https://github.com/comfyanonymous/ComfyUI,"The most powerful and modular diffusion model GUI, api and backend with a graph/nodes interface.",Python,85803,False
KDE/plasma-browser-integration,https://github.com/KDE/plasma-browser-integration,Components necessary to integrate browsers into the Plasma Desktop,C++,137,False
vercel/next-forge,https://github.com/vercel/next-forge,Production-grade Turborepo template for Next.js apps.,TypeScript,6368,False
Guovin/iptv-api,https://github.com/Guovin/iptv-api,📺IPTV电视直播源更新项目『✨秒播级体验🚀』：支持自定义频道与EPG；支持多种源获取方式；支持RTMP推流；支持IPv4/IPv6；支持获取归属地与运营商；每天自动更新两次，结果可用于TVBox等播放软件；支持工作流、Docker(amd64/arm64/arm v7)、命令行、GUI运行方式 | IPTV live TV source update project,Python,17380,False
dotnet/runtime,https://github.com/dotnet/runtime,".NET is a cross-platform runtime for cloud, mobile, desktop, and IoT apps.",C#,16766,False
rockerBOO/awesome-neovim,https://github.com/rockerBOO/awesome-neovim,Collections of awesome neovim plugins.,Shell,18799,False
dhruvasagar/vim-buffer-history,https://github.com/dhruvasagar/vim-buffer-history,A vim plugin to maintain a buffer jump history per window,Vim Script,24,False
dcloudio/uni-app,https://github.com/dcloudio/uni-app,A cross-platform framework using Vue.js,JavaScript,41044,False
imsi32/yatline.yazi,https://github.com/imsi32/yatline.yazi,The first Yazi plugin for customizing both header-line and status-line.,Lua,103,False
influxdata/telegraf,https://github.com/influxdata/telegraf,"Agent for collecting, processing, aggregating, and writing metrics, logs, and other arbitrary data.",Go,16102,False
charmbracelet/bubbletea,https://github.com/charmbracelet/bubbletea,A powerful little TUI framework 🏗,Go,34425,False
yorukot/superfile,https://github.com/yorukot/superfile,Pretty fancy and modern terminal file manager,Go,14600,False
shikijs/shiki,https://github.com/shikijs/shiki,A beautiful yet powerful syntax highlighter,TypeScript,11985,False
jorgebucaran/awsm.fish,https://github.com/jorgebucaran/awsm.fish,"A curation of prompts, plugins & other Fish treasures 🐚💎",N/A,4596,False
jorgebucaran/replay.fish,https://github.com/jorgebucaran/replay.fish,"Run Bash commands, replay changes in Fish 🍤",Shell,449,False
cloudflare/workers-sdk,https://github.com/cloudflare/workers-sdk,"⛅️ Home to Wrangler, the CLI for Cloudflare Workers®",TypeScript,3358,False
taskyland/snowbin,https://github.com/taskyland/snowbin,❄️ Delightfully crafted markdown pastebin with <3,TypeScript,59,False
Yggdroot/LeaderF,https://github.com/Yggdroot/LeaderF,"An efficient fuzzy finder that helps to locate files, buffers, mrus, gtags, etc. on the fly for both vim and neovim.",Python,2179,False
meaningful-ooo/sponge,https://github.com/meaningful-ooo/sponge,🧽 Clean fish history from typos automatically,Shell,354,False
expo/expo,https://github.com/expo/expo,"An open-source framework for making universal native apps with React. Expo runs on Android, iOS, and the web.",TypeScript,42476,False
phil-opp/blog_os,https://github.com/phil-opp/blog_os,Writing an OS in Rust,HTML,16806,False
google-deepmind/alphafold3,https://github.com/google-deepmind/alphafold3,AlphaFold 3 inference pipeline.,Python,6881,False
Alex313031/thorium,https://github.com/Alex313031/thorium,"Chromium fork named after radioactive element No. 90. Windows and MacOS/Raspi/Android/Special builds are in different repositories, links are towards the top of the README.md.",C++,6318,False
dockur/macos,https://github.com/dockur/macos,macOS inside a Docker container.,Shell,16078,False
meta-llama/llama,https://github.com/meta-llama/llama,Inference code for Llama models,Python,58645,False
cornelk/llama-go,https://github.com/cornelk/llama-go,Port of Facebook's LLaMA (Large Language Model Meta AI) in Golang with embedded C/C++,C,168,False
tatsu-lab/stanford_alpaca,https://github.com/tatsu-lab/stanford_alpaca,"Code and documentation to train Stanford's Alpaca models, and generate the data.",Python,30119,False
ggml-org/llama.cpp,https://github.com/ggml-org/llama.cpp,LLM inference in C/C++,C++,85049,False
mudler/LocalAI,https://github.com/mudler/LocalAI,":robot: The free, Open Source alternative to OpenAI, Claude and others. Self-hosted and local-first. Drop-in replacement for OpenAI,  running on consumer-grade hardware. No GPU required. Runs gguf, transformers, diffusers and many more models architectures. Features: Generate Text, Audio, Video, Images, Voice Cloning, Distributed, P2P inference",Go,34704,False
infinition/bjorn-detector,https://github.com/infinition/bjorn-detector,Bjorn Detector: One-Click SSH Access to Your Device in a radar style,Python,97,False
infinition/Bjorn,https://github.com/infinition/Bjorn,"Bjorn is a powerful network scanning and offensive security tool for the Raspberry Pi with a 2.13-inch e-Paper HAT. It discovers network targets, identifies open ports, exposed services, and potential vulnerabilities. Bjorn can perform brute force attacks, file stealing, host zombification, and supports custom attack scripts.",Python,4554,False
gohugoio/hugo,https://github.com/gohugoio/hugo,The world’s fastest framework for building websites.,Go,82913,False
getzola/zola,https://github.com/getzola/zola,A fast static site generator in a single binary with everything built-in. https://www.getzola.org,Rust,15746,False
md-raid-utilities/mdadm,https://github.com/md-raid-utilities/mdadm,Manager of Linux Software RAID implemented through Multiple Devices driver.,C,55,False
mit-pdos/xv6-public,https://github.com/mit-pdos/xv6-public,xv6 OS,C,8711,False
DataExpert-io/data-engineer-handbook,https://github.com/DataExpert-io/data-engineer-handbook,This is a repo with links to everything you'd ever want to learn about data engineering,Jupyter Notebook,36579,False
filecxx/FileCentipede,https://github.com/filecxx/FileCentipede,"Cross-platform internet upload/download manager for HTTP(S), FTP(S), SSH, magnet-link, BitTorrent, m3u8, ed2k, and online videos.  WebDAV client, FTP client, SSH client.",C++,10541,False
flatpak/flatpak,https://github.com/flatpak/flatpak,Linux application sandboxing and distribution framework,C,4559,False
jwasham/coding-interview-university,https://github.com/jwasham/coding-interview-university,A complete computer science study plan to become a software engineer.,N/A,324460,False
docker/compose,https://github.com/docker/compose,Define and run multi-container applications with Docker,Go,35976,False
skim-rs/skim,https://github.com/skim-rs/skim,Fuzzy Finder in rust!,Rust,5928,False
jhawthorn/fzy,https://github.com/jhawthorn/fzy,":mag: A simple, fast fuzzy finder for the terminal",C,3115,False
gokcehan/lf,https://github.com/gokcehan/lf,Terminal file manager,Go,8489,False
opsre/go-ldap-admin,https://github.com/opsre/go-ldap-admin,🌉 基于Go+Vue实现的openLDAP后台管理项目,Go,1835,False
dushixiang/next-terminal,https://github.com/dushixiang/next-terminal,"Next Terminal is a simple, secure, and user-friendly interactive auditing system that supports multiple remote access protocols including RDP, SSH, VNC, Telnet, and HTTP",TypeScript,5161,False
Lunarequest/NightPDF,https://github.com/Lunarequest/NightPDF,Dark Mode PDF Reader built using Electron and PDF.js,JavaScript,287,True
NixOS/nix,https://github.com/NixOS/nix,"Nix, the purely functional package manager",C++,14920,False
AlexxIT/go2rtc,https://github.com/AlexxIT/go2rtc,"Ultimate camera streaming application with support RTSP, RTMP, HTTP-FLV, WebRTC, MSE, HLS, MP4, MJPEG, HomeKit, FFmpeg, etc.",Go,9873,False
sukeesh/Jarvis,https://github.com/sukeesh/Jarvis,Personal Assistant for Linux and macOS,Python,3214,False
shadps4-emu/shadPS4,https://github.com/shadps4-emu/shadPS4,"PlayStation 4 emulator for Windows, Linux and macOS written in C++",C++,25437,False
brave/brave-browser,https://github.com/brave/brave-browser,"Brave browser for Android, iOS, Linux, macOS, Windows.",JavaScript,19981,False
signalapp/Signal-Desktop,https://github.com/signalapp/Signal-Desktop,"A private messenger for Windows, macOS, and Linux.",TypeScript,15502,False
TKkk-iOSer/WeChatPlugin-MacOS,https://github.com/TKkk-iOSer/WeChatPlugin-MacOS,微信小助手,Objective-C,14267,False
iCHAIT/awesome-macOS,https://github.com/iCHAIT/awesome-macOS,"  A curated list of awesome applications, softwares, tools and shiny things for macOS.",N/A,16983,False
herrbischoff/awesome-macos-command-line,https://github.com/herrbischoff/awesome-macos-command-line,Use your macOS terminal shell to do awesome things.,N/A,29730,True
Homebrew/brew,https://github.com/Homebrew/brew,🍺 The missing package manager for macOS (or Linux),Ruby,44555,False
adityatelange/hugo-PaperMod,https://github.com/adityatelange/hugo-PaperMod," A fast, clean, responsive Hugo theme.",HTML,12092,False
dockur/windows,https://github.com/dockur/windows,Windows inside a Docker container.,Shell,36950,False
0nn0/terminal-mac-cheatsheet,https://github.com/0nn0/terminal-mac-cheatsheet,List of my most used commands and shortcuts in the terminal for Mac,N/A,7293,False
microsoft/terminal,https://github.com/microsoft/terminal,"The new Windows Terminal and the original Windows console host, all in the same place!",C++,99232,False
zai-org/CogVideo,https://github.com/zai-org/CogVideo,text and image to video generation: CogVideoX (2024) and CogVideo (ICLR 2023),Python,11845,False
paperless-ngx/paperless-ngx,https://github.com/paperless-ngx/paperless-ngx,"A community-supported supercharged document management system: scan, index and archive all your documents",Python,30676,False
runningcheese/Awesome-Zlibrary,https://github.com/runningcheese/Awesome-Zlibrary,,N/A,2084,False
hyprland-community/pyprland,https://github.com/hyprland-community/pyprland,Scratchpads & many goodies for Hyprland [maintainer=@fdev31],Python,578,False
emilk/egui,https://github.com/emilk/egui,egui: an easy-to-use immediate mode GUI in Rust that runs on both web and native,Rust,26176,False
kamranahmedse/developer-roadmap,https://github.com/kamranahmedse/developer-roadmap,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",TypeScript,334024,False
Stirling-Tools/Stirling-PDF,https://github.com/Stirling-Tools/Stirling-PDF,#1 Locally hosted web application that allows you to perform various operations on PDF files,Java,64405,False
akinsho/toggleterm.nvim,https://github.com/akinsho/toggleterm.nvim,A neovim lua plugin to help easily manage multiple terminal windows,Lua,5044,False
TheOdinProject/curriculum,https://github.com/TheOdinProject/curriculum,The open curriculum for learning web development,JavaScript,11364,False
ellisonleao/gruvbox.nvim,https://github.com/ellisonleao/gruvbox.nvim,Lua port of the most famous vim colorscheme,Lua,2296,False
7Ji-PKGBUILDs/wechat-universal-bwrap,https://github.com/7Ji-PKGBUILDs/wechat-universal-bwrap,微信（Universal）ArchLinux打包,Shell,146,False
puppeteer/puppeteer,https://github.com/puppeteer/puppeteer,JavaScript API for Chrome and Firefox,TypeScript,91759,False
w3c/webdriver-bidi,https://github.com/w3c/webdriver-bidi,Bidirectional WebDriver protocol for browser automation,Bikeshed,429,False
